"County","Year","Race","EDvisits"
"san francisco",2020,"Hispanic",25
"san joaquin",2020,"Hispanic",32.3
"san luis obispo",2020,"Hispanic",20
"san mateo",2020,"Hispanic",20.4
"santa barbara",2020,"Hispanic",15.1
"santa clara",2020,"Hispanic",22.4
"santa cruz",2020,"Hispanic",19.1
"shasta",2020,"Hispanic",15.7
"sierra",2020,"Hispanic",0
"siskiyou",2020,"Hispanic",NA
"solano",2020,"Hispanic",33.5
"sonoma",2020,"Hispanic",20.2
"stanislaus",2020,"Hispanic",31.6
"sutter",2020,"Hispanic",21.8
"tehama",2020,"Hispanic",30.3
"trinity",2020,"Hispanic",NA
"tulare",2020,"Hispanic",23.9
"tuolumne",2020,"Hispanic",28.6
"ventura",2020,"Hispanic",17.9
"yolo",2020,"Hispanic",31.9
"yuba",2020,"Hispanic",22.6
"alameda",2020,"Asian/PI",11.7
"alpine",2020,"Asian/PI",0
"amador",2020,"Asian/PI",0
"butte",2020,"Asian/PI",15.6
"calaveras",2020,"Asian/PI",NA
"colusa",2020,"Asian/PI",0
"contra costa",2020,"Asian/PI",11.8
"del norte",2020,"Asian/PI",NA
"el dorado",2020,"Asian/PI",NA
"fresno",2020,"Asian/PI",12.9
"glenn",2020,"Asian/PI",0
"humboldt",2020,"Asian/PI",NA
"imperial",2020,"Asian/PI",NA
"inyo",2020,"Asian/PI",0
"kern",2020,"Asian/PI",13.7
"kings",2020,"Asian/PI",NA
"lake",2020,"Asian/PI",NA
"lassen",2020,"Asian/PI",NA
"los angeles",2020,"Asian/PI",9.2
"madera",2020,"Asian/PI",NA
"marin",2020,"Asian/PI",NA
"mariposa",2020,"Asian/PI",NA
"mendocino",2020,"Asian/PI",NA
"merced",2020,"Asian/PI",10.1
"modoc",2020,"Asian/PI",NA
"mono",2020,"Asian/PI",NA
"monterey",2020,"Asian/PI",10.5
"napa",2020,"Asian/PI",12.2
"nevada",2020,"Asian/PI",NA
"orange",2020,"Asian/PI",7.7
"placer",2020,"Asian/PI",14
"plumas",2020,"Asian/PI",NA
"riverside",2020,"Asian/PI",9.3
"sacramento",2020,"Asian/PI",18.9
"san benito",2020,"Asian/PI",NA
"san bernardino",2020,"Asian/PI",9.5
"san diego",2020,"Asian/PI",10.2
"san francisco",2020,"Asian/PI",7.1
"san joaquin",2020,"Asian/PI",20.3
"san luis obispo",2020,"Asian/PI",NA
"san mateo",2020,"Asian/PI",9.3
"santa barbara",2020,"Asian/PI",8
"santa clara",2020,"Asian/PI",7.4
"santa cruz",2020,"Asian/PI",NA
"shasta",2020,"Asian/PI",34
"sierra",2020,"Asian/PI",0
"siskiyou",2020,"Asian/PI",NA
"solano",2020,"Asian/PI",25.1
"sonoma",2020,"Asian/PI",14.2
"stanislaus",2020,"Asian/PI",18.8
"sutter",2020,"Asian/PI",NA
"tehama",2020,"Asian/PI",NA
"trinity",2020,"Asian/PI",NA
"tulare",2020,"Asian/PI",9.1
"tuolumne",2020,"Asian/PI",0
"ventura",2020,"Asian/PI",6.2
"yolo",2020,"Asian/PI",6.7
"yuba",2020,"Asian/PI",0
"alameda",2020,"AI/AN",NA
"alpine",2020,"AI/AN",0
"amador",2020,"AI/AN",0
"butte",2020,"AI/AN",NA
"calaveras",2020,"AI/AN",0
"colusa",2020,"AI/AN",0
"contra costa",2020,"AI/AN",NA
"del norte",2020,"AI/AN",NA
"el dorado",2020,"AI/AN",NA
"fresno",2020,"AI/AN",NA
"glenn",2020,"AI/AN",NA
"humboldt",2020,"AI/AN",39.1
"imperial",2020,"AI/AN",0
"inyo",2020,"AI/AN",NA
"kern",2020,"AI/AN",NA
"kings",2020,"AI/AN",NA
"lake",2020,"AI/AN",NA
"lassen",2020,"AI/AN",NA
"los angeles",2020,"AI/AN",27.3
"madera",2020,"AI/AN",0
"marin",2020,"AI/AN",0
"mariposa",2020,"AI/AN",NA
"mendocino",2020,"AI/AN",56
"merced",2020,"AI/AN",0
"modoc",2020,"AI/AN",NA
"mono",2020,"AI/AN",0
"monterey",2020,"AI/AN",NA
"napa",2020,"AI/AN",NA
"nevada",2020,"AI/AN",NA
"orange",2020,"AI/AN",NA
"placer",2020,"AI/AN",NA
"plumas",2020,"AI/AN",NA
"riverside",2020,"AI/AN",17.9
"sacramento",2020,"AI/AN",15.8
"san benito",2020,"AI/AN",0
"san bernardino",2020,"AI/AN",14.8
"san diego",2020,"AI/AN",14.7
"san francisco",2020,"AI/AN",NA
"san joaquin",2020,"AI/AN",NA
"san luis obispo",2020,"AI/AN",0
"san mateo",2020,"AI/AN",NA
"santa barbara",2020,"AI/AN",NA
"santa clara",2020,"AI/AN",NA
"santa cruz",2020,"AI/AN",NA
"shasta",2020,"AI/AN",31.2
"sierra",2020,"AI/AN",0
"siskiyou",2020,"AI/AN",NA
"solano",2020,"AI/AN",NA
"sonoma",2020,"AI/AN",NA
"stanislaus",2020,"AI/AN",NA
"sutter",2020,"AI/AN",0
"tehama",2020,"AI/AN",NA
"trinity",2020,"AI/AN",0
"tulare",2020,"AI/AN",NA
"tuolumne",2020,"AI/AN",NA
"ventura",2020,"AI/AN",0
"yolo",2020,"AI/AN",0
"yuba",2020,"AI/AN",NA
"alameda",2021,"White",10.6
"alpine",2021,"White",0
"amador",2021,"White",35.9
"butte",2021,"White",17.1
"calaveras",2021,"White",39.7
"colusa",2021,"White",28.3
"contra costa",2021,"White",13.4
"del norte",2021,"White",44.7
"el dorado",2021,"White",23.2
"fresno",2021,"White",22.6
"glenn",2021,"White",27.6
"humboldt",2021,"White",22.3
"imperial",2021,"White",18.5
"inyo",2021,"White",30.6
"kern",2021,"White",18.6
"kings",2021,"White",28.1
"lake",2021,"White",35.8
"lassen",2021,"White",34.1
"los angeles",2021,"White",14.4
"madera",2021,"White",24
"marin",2021,"White",10.5
"mariposa",2021,"White",14.8
"mendocino",2021,"White",36.6
"merced",2021,"White",29
"modoc",2021,"White",37.3
"mono",2021,"White",16.9
"monterey",2021,"White",13.8
"napa",2021,"White",12
"nevada",2021,"White",19.9
"orange",2021,"White",13.8
"placer",2021,"White",18.7
"plumas",2021,"White",21.8
"riverside",2021,"White",21
"sacramento",2021,"White",20.2
"san benito",2021,"White",13.8
"san bernardino",2021,"White",23.6
"san diego",2021,"White",11.8
"san francisco",2021,"White",7.6
"san joaquin",2021,"White",23.9
"san luis obispo",2021,"White",12.7
"san mateo",2021,"White",7.9
"santa barbara",2021,"White",14
"santa clara",2021,"White",8.8
"santa cruz",2021,"White",13
"shasta",2021,"White",26.7
"sierra",2021,"White",NA
"siskiyou",2021,"White",21.7
"solano",2021,"White",26.3
"sonoma",2021,"White",11.5
"stanislaus",2021,"White",27.9
"sutter",2021,"White",22.5
"tehama",2021,"White",30.6
"trinity",2021,"White",29.8
"tulare",2021,"White",22.5
"tuolumne",2021,"White",24.1
"ventura",2021,"White",13.6
"yolo",2021,"White",16.1
"yuba",2021,"White",30.8
"alameda",2021,"Black",83.4
"alpine",2021,"Black",0
"amador",2021,"Black",NA
"butte",2021,"Black",113.9
"calaveras",2021,"Black",NA
"colusa",2021,"Black",0
"contra costa",2021,"Black",94.1
"del norte",2021,"Black",NA
"el dorado",2021,"Black",116.9
"fresno",2021,"Black",119.3
"glenn",2021,"Black",0
"humboldt",2021,"Black",167.7
"imperial",2021,"Black",NA
"inyo",2021,"Black",0
"kern",2021,"Black",102.6
"kings",2021,"Black",50.9
"lake",2021,"Black",265.9
"lassen",2021,"Black",NA
"los angeles",2021,"Black",90
"madera",2021,"Black",64.3
"marin",2021,"Black",63.5
"mariposa",2021,"Black",0
"mendocino",2021,"Black",222.5
"merced",2021,"Black",140.3
"modoc",2021,"Black",0
"mono",2021,"Black",NA
"monterey",2021,"Black",48.5
"napa",2021,"Black",NA
"nevada",2021,"Black",NA
"orange",2021,"Black",68.3
"placer",2021,"Black",91.9
"plumas",2021,"Black",NA
"riverside",2021,"Black",81
"sacramento",2021,"Black",110.4
"san benito",2021,"Black",NA
"san bernardino",2021,"Black",79.7
"san diego",2021,"Black",54.4
"san francisco",2021,"Black",108.8
"san joaquin",2021,"Black",120.9
"san luis obispo",2021,"Black",NA
"san mateo",2021,"Black",32.9
"santa barbara",2021,"Black",50.6
"santa clara",2021,"Black",50.3
"santa cruz",2021,"Black",NA
"shasta",2021,"Black",67
"sierra",2021,"Black",NA
"siskiyou",2021,"Black",NA
"solano",2021,"Black",106.6
"sonoma",2021,"Black",55.9
"stanislaus",2021,"Black",89.9
"sutter",2021,"Black",87.1
"tehama",2021,"Black",361.2
"trinity",2021,"Black",0
"tulare",2021,"Black",178.2
"tuolumne",2021,"Black",0
"ventura",2021,"Black",40.6
"yolo",2021,"Black",86.2
"yuba",2021,"Black",80.4
"alameda",2021,"Hispanic",22.1
"alpine",2021,"Hispanic",0
"amador",2021,"Hispanic",30.8
"butte",2021,"Hispanic",27.1
"calaveras",2021,"Hispanic",33.7
"colusa",2021,"Hispanic",26.9
"contra costa",2021,"Hispanic",28.2
"del norte",2021,"Hispanic",28.5
"el dorado",2021,"Hispanic",27.6
"fresno",2021,"Hispanic",35.7
"glenn",2021,"Hispanic",26.7
"humboldt",2021,"Hispanic",31.4
"imperial",2021,"Hispanic",20.9
"inyo",2021,"Hispanic",39
"kern",2021,"Hispanic",23.6
"kings",2021,"Hispanic",36.7
"lake",2021,"Hispanic",34.8
"lassen",2021,"Hispanic",NA
"los angeles",2021,"Hispanic",24.4
"madera",2021,"Hispanic",35.3
"marin",2021,"Hispanic",20.3
"mariposa",2021,"Hispanic",NA
"mendocino",2021,"Hispanic",23.5
"merced",2021,"Hispanic",37.4
"modoc",2021,"Hispanic",NA
"mono",2021,"Hispanic",39.3
"monterey",2021,"Hispanic",24.2
"napa",2021,"Hispanic",15.7
"nevada",2021,"Hispanic",26
"orange",2021,"Hispanic",18.5
"placer",2021,"Hispanic",21.6
"plumas",2021,"Hispanic",NA
"riverside",2021,"Hispanic",23.3
"sacramento",2021,"Hispanic",29.4
"san benito",2021,"Hispanic",31.5
"san bernardino",2021,"Hispanic",26.2
"san diego",2021,"Hispanic",19.4
"san francisco",2021,"Hispanic",24.8
"san joaquin",2021,"Hispanic",30.2
"san luis obispo",2021,"Hispanic",21.7
"san mateo",2021,"Hispanic",19.5
"santa barbara",2021,"Hispanic",15.1
"santa clara",2021,"Hispanic",23.4
"santa cruz",2021,"Hispanic",19.5
"shasta",2021,"Hispanic",19.8
"sierra",2021,"Hispanic",NA
"siskiyou",2021,"Hispanic",NA
"solano",2021,"Hispanic",35.4
"sonoma",2021,"Hispanic",17.4
"stanislaus",2021,"Hispanic",32.5
"sutter",2021,"Hispanic",19.4
"tehama",2021,"Hispanic",29.3
"trinity",2021,"Hispanic",NA
"tulare",2021,"Hispanic",26.8
"tuolumne",2021,"Hispanic",36.7
"ventura",2021,"Hispanic",18.9
"yolo",2021,"Hispanic",27.2
"yuba",2021,"Hispanic",35.6
"alameda",2021,"Asian/PI",11.4
"alpine",2021,"Asian/PI",0
"amador",2021,"Asian/PI",NA
"butte",2021,"Asian/PI",NA
"calaveras",2021,"Asian/PI",NA
"colusa",2021,"Asian/PI",NA
"contra costa",2021,"Asian/PI",14.5
"del norte",2021,"Asian/PI",NA
"el dorado",2021,"Asian/PI",16.4
"fresno",2021,"Asian/PI",16.6
"glenn",2021,"Asian/PI",NA
"humboldt",2021,"Asian/PI",40.7
"imperial",2021,"Asian/PI",NA
"inyo",2021,"Asian/PI",NA
"kern",2021,"Asian/PI",11.5
"kings",2021,"Asian/PI",NA
"lake",2021,"Asian/PI",NA
"lassen",2021,"Asian/PI",NA
"los angeles",2021,"Asian/PI",7.8
"madera",2021,"Asian/PI",NA
"marin",2021,"Asian/PI",6.6
"mariposa",2021,"Asian/PI",NA
"mendocino",2021,"Asian/PI",NA
"merced",2021,"Asian/PI",11.3
"modoc",2021,"Asian/PI",NA
"mono",2021,"Asian/PI",NA
"monterey",2021,"Asian/PI",13.2
"napa",2021,"Asian/PI",13.8
"nevada",2021,"Asian/PI",NA
"orange",2021,"Asian/PI",7.1
"placer",2021,"Asian/PI",21.3
"plumas",2021,"Asian/PI",0
"riverside",2021,"Asian/PI",11.4
"sacramento",2021,"Asian/PI",17.8
"san benito",2021,"Asian/PI",NA
"san bernardino",2021,"Asian/PI",11.2
"san diego",2021,"Asian/PI",11
"san francisco",2021,"Asian/PI",8.6
"san joaquin",2021,"Asian/PI",20.6
"san luis obispo",2021,"Asian/PI",NA
"san mateo",2021,"Asian/PI",8.2
"santa barbara",2021,"Asian/PI",8.1
"santa clara",2021,"Asian/PI",7.8
"santa cruz",2021,"Asian/PI",13.8
"shasta",2021,"Asian/PI",NA
"sierra",2021,"Asian/PI",0
"siskiyou",2021,"Asian/PI",0
"solano",2021,"Asian/PI",24.1
"sonoma",2021,"Asian/PI",15.2
"stanislaus",2021,"Asian/PI",16.3
"sutter",2021,"Asian/PI",17.4
"tehama",2021,"Asian/PI",0
"trinity",2021,"Asian/PI",NA
"tulare",2021,"Asian/PI",11.2
"tuolumne",2021,"Asian/PI",NA
"ventura",2021,"Asian/PI",5.1
"yolo",2021,"Asian/PI",10.6
"yuba",2021,"Asian/PI",NA
"alameda",2021,"AI/AN",NA
"alpine",2021,"AI/AN",0
"amador",2021,"AI/AN",0
"butte",2021,"AI/AN",NA
"calaveras",2021,"AI/AN",NA
"colusa",2021,"AI/AN",NA
"contra costa",2021,"AI/AN",NA
"del norte",2021,"AI/AN",NA
"el dorado",2021,"AI/AN",NA
"fresno",2021,"AI/AN",22.4
"glenn",2021,"AI/AN",NA
"humboldt",2021,"AI/AN",37.4
"imperial",2021,"AI/AN",0
"inyo",2021,"AI/AN",NA
"kern",2021,"AI/AN",NA
"kings",2021,"AI/AN",NA
"lake",2021,"AI/AN",NA
"lassen",2021,"AI/AN",NA
"los angeles",2021,"AI/AN",17.7
"madera",2021,"AI/AN",NA
"marin",2021,"AI/AN",0
"mariposa",2021,"AI/AN",NA
"mendocino",2021,"AI/AN",42.5
"merced",2021,"AI/AN",0
"modoc",2021,"AI/AN",NA
"mono",2021,"AI/AN",0
"monterey",2021,"AI/AN",NA
"napa",2021,"AI/AN",0
"nevada",2021,"AI/AN",0
"orange",2021,"AI/AN",NA
"placer",2021,"AI/AN",NA
"plumas",2021,"AI/AN",0
"riverside",2021,"AI/AN",21.8
"sacramento",2021,"AI/AN",21.9
"san benito",2021,"AI/AN",0
"san bernardino",2021,"AI/AN",NA
"san diego",2021,"AI/AN",13.6
"san francisco",2021,"AI/AN",NA
"san joaquin",2021,"AI/AN",NA
"san luis obispo",2021,"AI/AN",NA
"san mateo",2021,"AI/AN",NA
"santa barbara",2021,"AI/AN",NA
"santa clara",2021,"AI/AN",NA
"santa cruz",2021,"AI/AN",0
"shasta",2021,"AI/AN",NA
"sierra",2021,"AI/AN",0
"siskiyou",2021,"AI/AN",NA
"solano",2021,"AI/AN",NA
"sonoma",2021,"AI/AN",NA
"stanislaus",2021,"AI/AN",NA
"sutter",2021,"AI/AN",NA
"tehama",2021,"AI/AN",NA
"trinity",2021,"AI/AN",NA
"tulare",2021,"AI/AN",NA
"tuolumne",2021,"AI/AN",0
"ventura",2021,"AI/AN",NA
"yolo",2021,"AI/AN",NA
"yuba",2021,"AI/AN",0
"alameda",2022,"White",13.4
"alpine",2022,"White",NA
"amador",2022,"White",38.8
"butte",2022,"White",19.7
"calaveras",2022,"White",35.2
"colusa",2022,"White",30.5
"contra costa",2022,"White",18.6
"del norte",2022,"White",53.6
"el dorado",2022,"White",22.2
"fresno",2022,"White",31.1
"glenn",2022,"White",31.9
"humboldt",2022,"White",30.3
"imperial",2022,"White",17.3
"inyo",2022,"White",43
"kern",2022,"White",19.6
"kings",2022,"White",28
"lake",2022,"White",51.6
"lassen",2022,"White",32.2
"los angeles",2022,"White",17.8
"madera",2022,"White",28.7
"marin",2022,"White",12.2
"mariposa",2022,"White",10.1
"mendocino",2022,"White",56.8
"merced",2022,"White",41.3
"modoc",2022,"White",49.5
"mono",2022,"White",16.2
"monterey",2022,"White",20.6
"napa",2022,"White",19.7
"nevada",2022,"White",20.3
"orange",2022,"White",16.7
"placer",2022,"White",20.7
"plumas",2022,"White",28.2
"riverside",2022,"White",27.7
"sacramento",2022,"White",22.3
"san benito",2022,"White",22.9
"san bernardino",2022,"White",25.5
"san diego",2022,"White",17.2
"san francisco",2022,"White",9.9
"san joaquin",2022,"White",29
"san luis obispo",2022,"White",18.1
"san mateo",2022,"White",11.4
"santa barbara",2022,"White",16.8
"santa clara",2022,"White",13.9
"santa cruz",2022,"White",13.9
"shasta",2022,"White",23.8
"sierra",2022,"White",NA
"siskiyou",2022,"White",27.6
"solano",2022,"White",34.7
"sonoma",2022,"White",21.9
"stanislaus",2022,"White",30.4
"sutter",2022,"White",23.4
"tehama",2022,"White",32.3
"trinity",2022,"White",26.1
"tulare",2022,"White",24.1
"tuolumne",2022,"White",26.2
"ventura",2022,"White",18.7
"yolo",2022,"White",17.1
"yuba",2022,"White",37.2
"alameda",2022,"Black",107.5
"alpine",2022,"Black",0
"amador",2022,"Black",NA
"butte",2022,"Black",121.9
"calaveras",2022,"Black",NA
"colusa",2022,"Black",NA
"contra costa",2022,"Black",123.5
"del norte",2022,"Black",NA
"el dorado",2022,"Black",NA
"fresno",2022,"Black",136.3
"glenn",2022,"Black",0
"humboldt",2022,"Black",227.4
"imperial",2022,"Black",64.6
"inyo",2022,"Black",NA
"kern",2022,"Black",97.1
"kings",2022,"Black",63.9
"lake",2022,"Black",227
"lassen",2022,"Black",NA
"los angeles",2022,"Black",107.7
"madera",2022,"Black",86.5
"marin",2022,"Black",65.3
"mariposa",2022,"Black",0
"mendocino",2022,"Black",293.7
"merced",2022,"Black",148.2
"modoc",2022,"Black",NA
"mono",2022,"Black",NA
"monterey",2022,"Black",46.8
"napa",2022,"Black",105.8
"nevada",2022,"Black",NA
"orange",2022,"Black",86.7
"placer",2022,"Black",113.7
"plumas",2022,"Black",NA
"riverside",2022,"Black",104.2
"sacramento",2022,"Black",128
"san benito",2022,"Black",NA
"san bernardino",2022,"Black",93.6
"san diego",2022,"Black",68.8
"san francisco",2022,"Black",111.4
"san joaquin",2022,"Black",141.4
"san luis obispo",2022,"Black",53.6
"san mateo",2022,"Black",37.1
"santa barbara",2022,"Black",50.1
"santa clara",2022,"Black",75.6
"santa cruz",2022,"Black",NA
"shasta",2022,"Black",NA
"sierra",2022,"Black",NA
"siskiyou",2022,"Black",NA
"solano",2022,"Black",125.9
"sonoma",2022,"Black",96.5
"stanislaus",2022,"Black",138.5
"sutter",2022,"Black",102.9
"tehama",2022,"Black",317.4
"trinity",2022,"Black",0
"tulare",2022,"Black",141.9
"tuolumne",2022,"Black",NA
"ventura",2022,"Black",69.3
"yolo",2022,"Black",92
"yuba",2022,"Black",104.8
"alameda",2022,"Hispanic",31.2
"alpine",2022,"Hispanic",0
"amador",2022,"Hispanic",42.8
"butte",2022,"Hispanic",28.8
"calaveras",2022,"Hispanic",44.4
"colusa",2022,"Hispanic",43.5
"contra costa",2022,"Hispanic",45
"del norte",2022,"Hispanic",NA
"el dorado",2022,"Hispanic",30.1
"fresno",2022,"Hispanic",48.4
"glenn",2022,"Hispanic",28.8
"humboldt",2022,"Hispanic",41.8
"imperial",2022,"Hispanic",29
"inyo",2022,"Hispanic",NA
"kern",2022,"Hispanic",27.8
"kings",2022,"Hispanic",40.3
"lake",2022,"Hispanic",63.5
"lassen",2022,"Hispanic",NA
"los angeles",2022,"Hispanic",36.1
"madera",2022,"Hispanic",49.7
"marin",2022,"Hispanic",25.2
"mariposa",2022,"Hispanic",89.5
"mendocino",2022,"Hispanic",45.1
"merced",2022,"Hispanic",48.7
"modoc",2022,"Hispanic",NA
"mono",2022,"Hispanic",62
"monterey",2022,"Hispanic",35
"napa",2022,"Hispanic",27.4
"nevada",2022,"Hispanic",15.9
"orange",2022,"Hispanic",28.3
"placer",2022,"Hispanic",26.8
"plumas",2022,"Hispanic",NA
"riverside",2022,"Hispanic",32.4
"sacramento",2022,"Hispanic",38.1
"san benito",2022,"Hispanic",45.7
"san bernardino",2022,"Hispanic",35.6
"san diego",2022,"Hispanic",29.5
"san francisco",2022,"Hispanic",38.1
"san joaquin",2022,"Hispanic",44.9
"san luis obispo",2022,"Hispanic",30.8
"san mateo",2022,"Hispanic",30
"santa barbara",2022,"Hispanic",22.1
"santa clara",2022,"Hispanic",33.2
"santa cruz",2022,"Hispanic",26.7
"shasta",2022,"Hispanic",25.9
"sierra",2022,"Hispanic",NA
"siskiyou",2022,"Hispanic",NA
"solano",2022,"Hispanic",45.8
"sonoma",2022,"Hispanic",29.2
"stanislaus",2022,"Hispanic",40.2
"sutter",2022,"Hispanic",21.8
"tehama",2022,"Hispanic",33.5
"trinity",2022,"Hispanic",NA
"tulare",2022,"Hispanic",32.3
"tuolumne",2022,"Hispanic",39.3
"ventura",2022,"Hispanic",28.5
"yolo",2022,"Hispanic",36.5
"yuba",2022,"Hispanic",42.8
"alameda",2022,"Asian/PI",19.9
"alpine",2022,"Asian/PI",0
"amador",2022,"Asian/PI",NA
"butte",2022,"Asian/PI",NA
"calaveras",2022,"Asian/PI",NA
"colusa",2022,"Asian/PI",NA
"contra costa",2022,"Asian/PI",25.3
"del norte",2022,"Asian/PI",NA
"el dorado",2022,"Asian/PI",NA
"fresno",2022,"Asian/PI",23.5
"glenn",2022,"Asian/PI",NA
"humboldt",2022,"Asian/PI",NA
"imperial",2022,"Asian/PI",NA
"inyo",2022,"Asian/PI",NA
"kern",2022,"Asian/PI",16.8
"kings",2022,"Asian/PI",NA
"lake",2022,"Asian/PI",NA
"lassen",2022,"Asian/PI",NA
"los angeles",2022,"Asian/PI",11
"madera",2022,"Asian/PI",NA
"marin",2022,"Asian/PI",9
"mariposa",2022,"Asian/PI",0
"mendocino",2022,"Asian/PI",NA
"merced",2022,"Asian/PI",18.8
"modoc",2022,"Asian/PI",NA
"mono",2022,"Asian/PI",0
"monterey",2022,"Asian/PI",23.3
"napa",2022,"Asian/PI",23.2
"nevada",2022,"Asian/PI",NA
"orange",2022,"Asian/PI",13
"placer",2022,"Asian/PI",21.6
"plumas",2022,"Asian/PI",0
"riverside",2022,"Asian/PI",16.1
"sacramento",2022,"Asian/PI",26.5
"san benito",2022,"Asian/PI",NA
"san bernardino",2022,"Asian/PI",13.1
"san diego",2022,"Asian/PI",18.8
"san francisco",2022,"Asian/PI",16
"san joaquin",2022,"Asian/PI",31
"san luis obispo",2022,"Asian/PI",NA
"san mateo",2022,"Asian/PI",16.3
"santa barbara",2022,"Asian/PI",7
"santa clara",2022,"Asian/PI",12.9
"santa cruz",2022,"Asian/PI",13.7
"shasta",2022,"Asian/PI",22.2
"sierra",2022,"Asian/PI",0
"siskiyou",2022,"Asian/PI",NA
"solano",2022,"Asian/PI",41.9
"sonoma",2022,"Asian/PI",20
"stanislaus",2022,"Asian/PI",22.5
"sutter",2022,"Asian/PI",27.3
"tehama",2022,"Asian/PI",NA
"trinity",2022,"Asian/PI",NA
"tulare",2022,"Asian/PI",16.9
"tuolumne",2022,"Asian/PI",NA
"ventura",2022,"Asian/PI",12.4
"yolo",2022,"Asian/PI",13.4
"yuba",2022,"Asian/PI",NA
"alameda",2022,"AI/AN",23.9
"alpine",2022,"AI/AN",0
"amador",2022,"AI/AN",NA
"butte",2022,"AI/AN",NA
"calaveras",2022,"AI/AN",0
"colusa",2022,"AI/AN",NA
"contra costa",2022,"AI/AN",NA
"del norte",2022,"AI/AN",NA
"el dorado",2022,"AI/AN",NA
"fresno",2022,"AI/AN",52
"glenn",2022,"AI/AN",NA
"humboldt",2022,"AI/AN",41.3
"imperial",2022,"AI/AN",0
"inyo",2022,"AI/AN",NA
"kern",2022,"AI/AN",NA
"kings",2022,"AI/AN",NA
"lake",2022,"AI/AN",NA
"lassen",2022,"AI/AN",NA
"los angeles",2022,"AI/AN",22.3
"madera",2022,"AI/AN",NA
"marin",2022,"AI/AN",NA
"mariposa",2022,"AI/AN",NA
"mendocino",2022,"AI/AN",32.9
"merced",2022,"AI/AN",0
"modoc",2022,"AI/AN",NA
"mono",2022,"AI/AN",0
"monterey",2022,"AI/AN",NA
"napa",2022,"AI/AN",0
"nevada",2022,"AI/AN",NA
"orange",2022,"AI/AN",NA
"placer",2022,"AI/AN",NA
"plumas",2022,"AI/AN",NA
"riverside",2022,"AI/AN",19
"sacramento",2022,"AI/AN",28
"san benito",2022,"AI/AN",0
"san bernardino",2022,"AI/AN",23.3
"san diego",2022,"AI/AN",12.8
"san francisco",2022,"AI/AN",NA
"san joaquin",2022,"AI/AN",NA
"san luis obispo",2022,"AI/AN",NA
"san mateo",2022,"AI/AN",NA
"santa barbara",2022,"AI/AN",NA
"santa clara",2022,"AI/AN",NA
"santa cruz",2022,"AI/AN",0
"shasta",2022,"AI/AN",NA
"sierra",2022,"AI/AN",0
"siskiyou",2022,"AI/AN",NA
"solano",2022,"AI/AN",NA
"sonoma",2022,"AI/AN",NA
"stanislaus",2022,"AI/AN",NA
"sutter",2022,"AI/AN",NA
"tehama",2022,"AI/AN",NA
"trinity",2022,"AI/AN",NA
"tulare",2022,"AI/AN",NA
"tuolumne",2022,"AI/AN",NA
"ventura",2022,"AI/AN",NA
"yolo",2022,"AI/AN",NA
"yuba",2022,"AI/AN",NA
